[[FileID]],[[Group]],[[Key]],[[English]],[[Japanese]]
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,36,Santa Claus is real. He comes to town after the Frost Legion is defeated (and 'tis the season).,★サンタクロースは本物です。彼は、フロスト軍団が敗北した後、町に来る（と「シーズンTIS）。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,37,Don't shake a Snow Globe unless you want to summon the Frost Legion.,★あなたはフロスト軍団を召喚する場合を除き、スノードームを振らないでください。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,38,"You can use Hallowed Seeds, Holy Water, or Pearlstone to make Hallow spread.",★あなたはハローの広がりを作るために、聖水、またはPearlstoneを神聖種子を使用することができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,39,The Hallow is the only place where Corruption and Crimson cannot spread.,★ハローは、腐敗とクリムゾンが広がらないことができる唯一の場所です。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,40,The Corruption is full of chasms. Mind the gaps.,★腐敗は割れ目がいっぱいです。ギャップを気に。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,41,Time heals all wounds.,★時間が傷をいやす。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,42,You can plant Acorns to grow new trees.,★あなたは新しい木を育てるためにドングリを植えることができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,43,Rocket science gave us Rocket Boots.,★ロケット科学は私たちにロケットブーツを与えました。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,44,The Cloud in a Bottle and Shiny Red Balloon accessories both improve your ability to jump. Combine them to make a Cloud in a Balloon.,★ボトルで雲とシャイニーレッドバルーンアクセサリーの両方ジャンプするあなたの能力を向上させます。バルーンでクラウドを作るためにそれらを結合します。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,45,"If you store your Coins in a Chest or Piggy Bank, you will be less likely to lose them.",★あなたが胸や貯金箱にあなたのコインを保存する場合は、それらを失う可能性が低くなります。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,46,"To craft potions, place a Bottle on a Table to make an Alchemy Station. Double, double, toil and trouble!",★クラフトポーションに、錬金術の駅を作るためにテーブルの上にボトルを置きます。ダブル、ダブル、労苦とトラブル！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,47,"If your house doesn't have background walls, monsters will be able to spawn inside.",★あなたの家は、背景の壁を持っていない場合、モンスターは卵の内側にできるようになります。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,48,Wearing a full set of armor crafted from the same material gives you an extra bonus.,★同じ材料から作られた鎧のフルセットを身に着けていることはあなたに余分なボーナスを与えます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,49,Build a Furnace to craft metal bars out of ore.,★鉱石のうち、クラフト金属棒に炉を構築します。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,50,"You can harvest Cobwebs and turn them into Silk. You can use Silk to craft beds, sofas, and more!",★あなたはクモの巣を収穫し​​、シルクにそれらを回すことができます。あなたは、クラフトのベッド、ソファ、そしてそれ以上にシルクを使用することができます！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,51,"You can buy Wires from the Mechanic and use them to create traps, pumping systems, or other elaborate devices.",★あなたはメカニックからワイヤを購入し、トラップ、ポンプシステム、または他の精巧なデバイスを作成するためにそれらを使用することができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,52,The Housing section of the Equipment Menu allows you to decide what rooms you want your NPCs to live in.,★機器メニューのハウジング部分は、あなたがあなたのNPCが住んでしたい部屋を決定することができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,53,"If you're sick of getting knocked around, try equipping a Cobalt Shield. You can find one in the Dungeon.",★あなたが取得しているの病気が周りをノックした場合、コバルト盾を装備してみてください。あなたはダンジョン内のものを見つけることができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,54,Grappling Hooks are invaluable tools for exploration. Try crafting them with Hooks or gems.,★グラップリングフックは、探査のための貴重なツールです。フックや宝石でそれらを作り上げてみてください。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,55,"A room in a house can have Wood Platforms as a floor or ceiling, but NPCs need at least one solid block to stand on.",★家の中の部屋は床や天井などの木材プラットフォームを持つことができますが、NPCは上に立つために少なくとも一つの固体ブロックを必要としています。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,56,"You can destroy Shadow Orbs and Crimson Hearts with a hammer or explosives, but prepare yourself for the forces they unleash.",★あなたはハンマーや爆発物と影のオーブとクリムゾンハートを破壊し、彼らが放つ力のために自分自身を準備することができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,57,"When dealing with a Goblin Army, crowd control is key.",★ゴブリンの軍隊を扱う場合、群衆のコントロールが重要です。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,58,The best wizards around use Mana Flowers.,★最高のウィザードは、周りのマナの花を使用しています。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,59,"Use ""suspicious looking items"" at your own risk!",★ご自身の責任で「疑わしい見ている項目を」使用してください！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,60,Sand is overpowered.,★砂は圧倒されます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,61,"The Goblin Tinkerer found in Underground Caverns will sell you many useful items, including a Tinkerer's Workshop.",★ゴブリンTinkererはTinkererのワークショップを含め、あなたに多くの有用なアイテムを販売する地下洞窟で見つかりました。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,62,You can check if a room is valid housing from the Housing section of the Inventory Menu.,★部屋は、インベントリメニューの収納部からの有効なハウジングであるかどうかを確認できます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,63,Seeds can be used to grow a variety of useful ingredients for crafting potions.,★種子はポーションを作り上げるために便利な様々な成分を成長させるために使用することができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,65,"If you get lost or need to find another player, open the World Map.",★あなたが紛失したり、他のプレイヤーを見つける必要が出た場合、世界地図を開きます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,66,"If you need to remove background walls, craft a hammer!",★あなたが背景の壁を削除する必要がある場合は、ハンマーを作ります！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,67,Got some extra walls or platforms? You can turn them back into their original materials!,★いくつかの余分な壁やプラットフォームを手に入れましたか？あなたは、元の材料にそれらを元に戻すことができます！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,68,"Fishing is a fantastic source of crafting ingredients, accessories, and loot crates!",★釣りはクラフト材料、アクセサリー、そして戦利品の箱の素晴らしい源です！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,69,Nothing improves your mobility like Wings. Who wouldn't want to fly?,★何も翼のようなあなたの移動性を向上させていません。誰が飛ぶしたいとは思わないでしょうか？
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,70,"Riding Minecarts is one of the best ways of getting around. You can build your own tracks, or find them Underground.",★乗馬Minecartsは、周りを取得の最善の方法の一つです。あなたは、あなた自身のトラックを構築し、あるいは地下それらを見つけることができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,71,"Life Crystals not enough for you? Eventually, Life Fruit will grow in the Jungle, and can give you an extra boost to your health.",★あなたのために十分ではない人生はクリスタル？結局、人生果実はジャングルに成長すると、あなたの健康への余分な弾みをつけることができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,72,Change your clothes in game at a Dresser or talk to the Stylist for a new hairdo.,★ドレッサーのゲームであなたの服を変更したり、新しい髪形のためにスタイリストに相談してください。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,73,Mounts grant the player increased mobility and a variety of useful abilities. Each one is unique!,★マウントは、プレイヤーの増加モビリティと便利な能力の多様性を付与します。それぞれがユニークです！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,74,Looking for a challenge? Try Expert mode!,★挑戦をお探しですか？エキスパートモードをお試しください！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,75,"Be careful around Martian Probes. If they scan you, they'll summon a Martian Invasion!",★火星プローブの周りに注意してください。彼らはあなたをスキャンする場合、彼らは火星の侵略を召喚します！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,76,"During a Solar Eclipse, be on the lookout for tons of strange and creepy monsters.",★日食の間に、奇妙で不気味なモンスターのトンのために目を光らせて。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,77,"Sometimes, enemies may even invade from other dimensions . . .",★時々、敵でも、他の次元から侵入することがあります。 。 。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,78,A Pumpkin Medallion can be used to summon the Pumpkin Moon. Spooky!,★Aカボチャメダリオンはパンプキン・ムーンを召喚するために使用することができます。不気味な！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,79,Feeling up for the chill of winter? Use a Naughty Present to summon the Frost Moon!,★冬の寒さのために、最大感じですか？フロスト・ムーンを召喚するためにいたずらプレゼントを使用してください！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,80,"When a Sandstorm hits, deserts can be very dangerous. New enemies, reduced visibility, and it can even be hard to move!",★砂嵐がヒットすると、砂漠は非常に危険なことができます。新しい敵は、視認性が低下し、それも移動することは難しいことができます！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,81,"The Arms Dealer knows more about guns than anyone. If you find one, he might move in.",★武器ディーラーは誰よりも銃についての詳細を知っています。あなたがものを見つけた場合は、彼が中に移動する可能性があります。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,82,The Mechanic got lost in the Dungeon. You'll have to help her out if you want her to move in.,★メカニックはダンジョンで迷子になりました。あなたが彼女の中に移動したい場合は、彼女を助ける必要があります。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,83,"Once you use a Life Crystal, a Nurse might move in! Speak to her for healing at any time . . . for a price, of course.",★あなたは人生のクリスタルを使用すると、看護師は、入居かもしれません！いつでも癒しのために彼女に話します。 。 。もちろん価格、のために。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,84,"If you ever want to get stylish, try dyes! The Dye Trader can help you turn some materials into new dye colors.",★あなたは今までにスタイリッシュを取得したい場合は、染料を試してみてください！染料トレーダーは、新しい色素の色にいくつかの材料を回すことができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,85,The Tavernkeep is a guest from a faraway land called Etheria.,★TavernkeepはEtheriaと呼ばれる遠い地からのゲストです。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,86,"If you need a new haircut, go check out a nearby Spider Biome. Stylists always end up lost in them!",★新しいヘアカットが必要な場合は、近くのスパイダーバイオームをチェックアウトして行きます。スタイリストは、常にそれらで失われてしまいます！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,87,Regular Wood and Stone not vibrant enough for you? A Painter will move in and sell paints if enough townsfolk move in.,★あなたのための定期的な木や石活気足りませんか？ A画家があれば十分な町の住民の移動中で、販売塗料を移動します。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,88,"It's worth it to explore your Oceans. You can find treasure, dyes, and even sleeping fishermen.",★それはあなたの海を探検する価値があります。あなたは宝、染料、さらには寝て漁師を見つけることができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,89,You could get a Witch Doctor to come to your World if you defeat the Queen Bee.,★あなたは女王蜂を倒す場合は、あなたの世界に来てウィッチドクターを得ることができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,90,"The Party Girl won't move in unless your World is full of other townsfolk. Afterall, what's a party without lots of guests?",★パーティーガールは、あなたの世界は、他の町の住民のいっぱいでない限りでは動きません。やっぱ、宿泊客の多くなしのパーティーは何ですか？
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,91,"The Wizard sells some useful magic artifacts, but he has a tendency to wander off Underground.",★ウィザードはいくつかの有用な魔法のアーティファクトを販売しているが、彼は地下それる傾向があります。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,92,The Tax Collector spends his days wandering the Underworld as a Tortured Soul. If only there were a way to purify him . . .,★税コレクターは拷問魂としてアンダーワールドをさまよう彼の日費やしています。彼を精製する方法があった場合にのみ。 。 。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,93,"Pirates are so unpredictable. First they invade your world, and then they move into your houses!",★パイレーツはとても予測できません。まず、彼らはあなたの世界に侵入した後、彼らはあなたの家に移動します！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,94,"If you ever defeat any giant robots, a Steampunker might move in to your World.",★あなたはどんな巨大ロボットを倒せば、Steampunkerは、あなたの世界に移動する可能性があります。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,95,"If you like rockets, the Cyborg may have some for sale.",★あなたがロケットのような場合は、サイボーグは販売のためのいくつかを有することができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,96,"The Traveling Merchant never stays in one place for long, but he always brings different wares when he visits!",★旅行商人は決して長いために一つの場所での滞在は、彼は常にとき、彼の訪問異なる品物をもたらしていません！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,97,Not all Skeletons are evil. Some are even known to sell unique items to those that can find them.,★いないすべてのスケルトンは悪です。一部であっても、それらを見つけることができるものにユニークなアイテムを販売することが知られています。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,98,Not sure what to do next? Take a look at the Achievement Guide for a clue!,★わからない次に何をしますか？手がかりのための達成ガイドを見てみましょう！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,99,"If an enemy steals your money after you die in Expert Mode, hunt it down! If you defeat it, you can get your money back.",★あなたがエキスパートモードで死んだ後敵があなたのお金を盗む場合は、それを追い詰めます！あなたはそれを倒せば、あなたはあなたのお金の背部を得ることができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,100,"With the Block Swap mechanic enabled, you can replace one block with another directly, rather than having to mine it first.",★ブロックスワップメカニックを有効にすると、あなたはむしろそれが最初の鉱山するよりも、直接別で一つのブロックを置き換えることができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,101,"Keep an eye out for Goodie Bags around Halloween. If you open them, you can find all sorts of spooky items.  Trick or Treat!",★ハロウィンの周りグッディバッグに目を光らせておいてください。あなたがそれらを開くと、不気味な項目のすべての種類を見つけることができます。トリック・オア・トリート！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,102,"Clouds are nice and soft, and you won't get hurt falling on them no matter how far you fall.",★雲は肌触りの良いです、あなたがそれらにあなたが落ちるどのくらいに関係なく落下傷つくことはありません。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,103,"Did you know you can order your Summons to attack a specific target? While holding a Summoning Weapon, Right Click an enemy!",★あなたは、特定のターゲットを攻撃するためにあなたの召喚を注文することができます知っていましたか？召喚武器を保持しながら、右の敵をクリックしてください！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,104,Press the + and - keys to zoom in & out! Focus on what matters!,★プレス+と - キーがに＆ズームアウトします！重要なものに焦点を当てます！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,105,Have something on the Map to show a friend? Double click on the Map to ping a location for everyone to see!,★友人を示すために、地図上の何かを持っていますか？ダブル誰もが見ての場所にpingを実行するには、マップをクリックしてください！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,106,The Void Bag is a magical artifact that will store items for you when your inventory is full.,★ボイドのバッグは、あなたのインベントリがいっぱいになったとき、あなたのためのアイテムを保存する魔法のアーティファクトです。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,107,Enemies aren't the only danger when exploring Underground. Watch out for traps too!,★地下を探索するときの敵は危険ではありません。あまりにも罠に気をつけろ！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,108,Find a cool new Material?  Want to know what you can make?  Check with your friendly neighborhood Guide!,★クールな新素材を探しますか？あなたが作ることができるか知りたいですか？あなたの優しい近所のガイドに確認してください！
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,109,"Have some NPCs perished?  Don't worry, they'll be back in the morning.",★一部のNPCが死んだことがありますか？心配しないで、彼らは戻って午前中になります。
Terraria.Localization.Content.en-US.Game,LoadingTips_Default,110,"Explosives are dangerous!
...and effective...","★爆発物は危険です！
...と効果的な..."
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,0,You can assign your favorite items to the DPad for rapid use by enabling DPad Hotbar in Gamepad Settings!,★あなたはゲームパッド設定でDPAD Hotbarはを可能にすることによって、迅速な使用のためにDPADに、お気に入りのアイテムを割り当てることができます！
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,1,You can continuously use some items by holding down the {InputTrigger_UseOrAttack} button.,★あなたは継続的に {InputTrigger_UseOrAttack} ボタンを押しながら、いくつかのアイテムを使用することができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,2,Press {InputTrigger_SmartCursor} to switch between Cursor Modes.,★プレス {InputTrigger_SmartCursor} カーソルモードを切り替えます。
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,3,"If your Inventory is full, you can press {InputTriggerUI_Trash} to send items to the Trash.",★あなたのインベントリがいっぱいになった場合は、ゴミ箱にアイテムを送信するために、 {InputTriggerUI_Trash} を押すことができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,4,"When speaking to a vendor, you can sell items in your Inventory by pressing {InputTriggerUI_SellItem}.",★ベンダーに話すとき、あなたは {InputTriggerUI_SellItem} を押して、あなたのインベントリ内のアイテムを販売することができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,5,You can remove Torches with {InputTrigger_InteractWithTile} or with a pickaxe.,★あなたは {InputTrigger_InteractWithTile} またはつるはしでトーチを削除することができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,6,"In your Inventory, you can press {InputTrigger_QuickEquip} to equip items such as armor or accessories directly to a usable slot.",★あなたのインベントリでは、あなたは、このような使用可能なスロットに直接鎧やアクセサリーなどのアイテムを装備する {InputTrigger_QuickEquip} を押すことができます。
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,7,"Hold {InputTrigger_SmartSelect} to use Auto Select, a versatile feature that adapts to your environment. It will allow you to automatically hold your Torches in dark caves, Glowsticks when underwater, or even select the right tool for breaking something.",★自動選択、ご使用の環境に適応している多彩な機能を使用するには、ホールド {InputTrigger_SmartSelect} 。それはあなたが自動的に、暗い洞窟であなたのトーチを保持Glowsticksとき水中、あるいは何かを壊すための適切なツールを選択することができるようになります。
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,8,"Press {InputTriggerUI_FavoriteItem} to Favorite an item. Favorited items can no longer be sold, thrown away, or dropped. No more accidentally losing your favorite items!",★お気に入りにプレス {InputTriggerUI_FavoriteItem} アイテム。お気に入りのアイテムは、もはや、販売していない捨て、または削除することができます。これ以上誤って、お気に入りのアイテムを失います！
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,9,"While navigating your Inventory, press {InputTriggerUI_BuildFromInventory} while highlighting a tool or block to build directly from your Inventory.",★あなたのインベントリから直接構築するためのツールやブロックを強調しながら、あなたのインベントリ、プレス {InputTriggerUI_BuildFromInventory} をナビゲート中。
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,10,"Hold {InputTrigger_RadialQuickbar} and {InputTrigger_RadialHotbar} to bring up the Radial Quickbar and Radial Hotbar menus. These will allow you to quickly access potions, mounts, and the items in your hotbar.",★ラジアルクイックバーとラジアルHotbarはメニューを開き {InputTrigger_RadialQuickbar} と {InputTrigger_RadialHotbar} を保持します。これらはすぐにアクセスポーション、マウント、そしてあなたのホットバー内の項目にあなたをできるようになります。
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,11,"There are multiple Gamepad control layouts available in the menu. Choose from Redigit's Pick, Yoraiz0r's Pick, Xbox, Playstation, or even make your own Custom settings!",★メニューで利用可能な複数のゲームパッドコントロールのレイアウトがあります。 Redigitのピック、Yoraiz0rのピックは、Xbox、プレイステーションから選択、あるいはあなた自身のカスタム設定を作ります！
Terraria.Localization.Content.en-US.Game,LoadingTips_GamePad,12,"If you select DPad Cursor Snap in the Gamepad settings, you can use the DPad for improved precision when mining or building.",★あなたがゲームパッドの設定でDPADカーソルスナップを選択した場合は、精度向上鉱業や建物のためにDPADを使用することができます。
